T	Energy	noise_attempt	Disord_phase_1	Disord_phase_2	Disord_phase_3	Disord_phase_4	Phase_1/Mo	Phase_1/Nb	Phase_1/Ta	Phase_1/W	Phase_2/Mo	Phase_2/Nb	Phase_2/Ta	Phase_2/W	Phase_3/Mo	Phase_3/Nb	Phase_3/Ta	Phase_3/W	Phase_4/Mo	Phase_4/Nb	Phase_4/Ta	Phase_4/W	TaMo2W_1018282	TaW3_D0_3_BiF3__308221	TaMo_B2_CsCl__306083	NbMo2W_1018023	NbMo3_D0_3_BiF3__311999	MoW_B2_CsCl__307248	NbW3_D0_3_BiF3__310025	TaNbMo2_L2_1_FullHeusler_Cu2MnAl__449894	TaMo2W_1013912	TaMo2W_L2_1_FullHeusler_Cu2MnAl__447749	TaMo2W_1012840	TaMo2W_1018775	NbMo2W_1013961	NbMo2W_L2_1_FullHeusler_Cu2MnAl__447707	NbMo2W_1018516	MoW3_D0_3_BiF3__308096	Mo3W_D0_3_BiF3__313644	TaNb3_D0_3_BiF3__314195	B32_NbTa	B32_NbW	tI6_Mo2Nb	tI6_Mo2Ta	tI6_Mo2W	tI6_Nb2Mo	tI6_Nb2Ta	tI6_Ta2Mo	tI6_Ta2Nb	tI6_Ta2W	tI6_W2Mo	tI6_W2Nb	tI6_W2Ta	hR7_Nb4Ta3	hR7_Ta4Nb3	B2_3_MoNb	B2_3_MoTa	B2_3_NbTa	B2_3_TaW	chain_MoNbTaW	B4_MoNbTaW	B3_Mo2NbTa	B3_MoNb2W	B3_MoTa2W	B3_NbTaW2
1200	-0.7688877686009326	0	0.7544661968693466	0.0814903665193289	0.08148838164745896	0.08148845939771378	0.2500209530513318	0.2499892643404162	0.25000376013033004	0.24999245468501713	0.24984075044089496	0.2500954671252547	0.25003871686376083	0.2500312544112216	0.249840750073163	0.250095467955517	0.2500387165710993	0.2500312542413802	0.24984075292447638	0.2500954706869111	0.25003871210313183	0.25003125312663776	-4.262391195756392e-06	1.7581730887533377e-06	-9.26747578184554e-06	-2.1562422862737374e-06	-4.245674555075518e-07	1.0226019258297654e-05	2.4113848225516875e-06	-6.783760145924185e-06	-4.262300130730674e-06	-4.262392564028018e-06	-4.1612533810720135e-06	3.452724177948436e-05	-2.156293164107015e-06	-2.156214990805768e-06	3.4594117986850746e-05	1.0467603591578689e-05	1.3482000196317128e-05	9.819845717609681e-06	1.2363400111702332e-05	1.8846642627097629e-06	-2.4539346646353864e-06	-7.540557007750795e-06	1.2515349783894826e-05	-1.1557819183769956e-06	9.589893066617653e-06	-4.348888347258025e-06	1.3721245937895306e-05	4.149361607470662e-06	1.063266391484121e-05	2.3296641606916917e-06	-4.783407190192329e-07	1.0364689522026238e-05	1.2077965696000582e-05	-4.049380879916177e-06	-9.483953413738275e-06	1.153310543429225e-05	4.6911276168633926e-07	-4.374103151063235e-06	-9.582214624163877e-06	-1.1039233117185183e-05	-4.293432060159671e-06	-7.958868129581752e-06	-1.1003024334546628e-06
1200	-0.7471829874313979	0	0.31375488124100726	0.036136039715513664	0.0330188880732447	0.0350307313855365	0.2492437959969876	0.2602008423737819	0.2488993891040908	0.24172778435448367	0.2410099160360061	0.24943075992703856	0.2557669025702985	0.2538641624367192	0.23907380496450545	0.2523954060438474	0.25603492983135206	0.2525675986237352	0.23802789336583632	0.2525704372617079	0.25700024485598566	0.2524731721507284	0.0007376797045808335	0.00047682803254072684	0.00107085314425894	-0.0002338913134681559	-0.0008634374727400059	0.00047272803957418394	-8.800047300595848e-05	-0.0006641942302495092	0.0007376474496587494	0.0007376804610246318	0.0002186387616274761	-0.0007810461370765553	-0.00023394156449678882	-0.00023386466093997503	-0.0007875077961581542	0.000526978914181697	-0.0006114228382629499	-0.0007722147078763537	-0.0007238514827563123	-0.000675750021634708	-0.00021882093740965283	0.0009947107805152412	-0.00015105771173475155	-0.000785419801624115	-0.0008532265238320681	-0.0008649770471355004	-0.000770694185083427	-0.0006554878215779456	0.00043124505802458234	-0.00017610996073776205	0.00046450200757651265	-0.0008368403713161702	-0.0007816970590790503	-0.0008513155589735231	-0.0001432528180613067	-0.0008404095580443712	-0.0008656312211085555	-0.00021562806387624939	0.5910480655955259	-0.00040322765223173133	-0.0003644298186137539	0.0007317062109069399	-0.0008506788992830839
1200	-0.7174404922710697	0	0.0003580098471338385	0.0003809390085037108	0.0778163808354272	0.00042649356238793636	0.24969453327074426	0.24817703128556862	0.24863247012940515	0.2535047656599669	0.25061479904478196	0.24848533447671545	0.24814445178073036	0.2527651574595368	0.15897902455735427	0.35072242348153254	0.32199969149472535	0.16830608912564488	0.24915781208180604	0.24771168839578517	0.24813362995833113	0.255005666355292	0.0002523331899572257	0.0002559041501744593	0.00025026512173829783	0.0002439145787150581	0.00024683999601127584	0.0002369159143286438	0.0002530812741654912	0.0002498668361884642	0.00025110954451010596	0.0002505127572639553	0.08022180151839536	0.00021309694987468379	0.000243358051799827	0.00024351902725834894	0.0002063442672974018	0.00024036967633185704	0.00024170688412336367	0.0002382704933386281	0.0002358879179256579	0.04015591857436389	0.0002485699183403711	0.0002612169473189961	0.0002368223958350404	0.00025636588296127537	0.00024301321626860728	0.0002455414886915452	0.00023272633516900723	0.00024445081226121625	0.00023785531810925083	0.00024727259049259036	0.0002500570533180765	0.00023586308781905552	0.014386683335458554	0.0002452637444997178	0.00024977793146308317	0.0002373598263595887	0.00025557663746057085	0.0002503879378701357	0.7768362932132143	0.0002556395662423974	0.00025104222756407786	0.00025634611811214513	0.00025612495947632667
1200	-0.7174404922710697	0	0.0003580098471338385	0.0003809390085037108	0.0778163808354272	0.00042649356238793636	0.24969453327074426	0.24817703128556862	0.24863247012940515	0.2535047656599669	0.25061479904478196	0.24848533447671545	0.24814445178073036	0.2527651574595368	0.15897902455735427	0.35072242348153254	0.32199969149472535	0.16830608912564488	0.24915781208180604	0.24771168839578517	0.24813362995833113	0.255005666355292	0.0002523331899572257	0.0002559041501744593	0.00025026512173829783	0.0002439145787150581	0.00024683999601127584	0.0002369159143286438	0.0002530812741654912	0.0002498668361884642	0.00025110954451010596	0.0002505127572639553	0.08022180151839536	0.00021309694987468379	0.000243358051799827	0.00024351902725834894	0.0002063442672974018	0.00024036967633185704	0.00024170688412336367	0.0002382704933386281	0.0002358879179256579	0.04015591857436389	0.0002485699183403711	0.0002612169473189961	0.0002368223958350404	0.00025636588296127537	0.00024301321626860728	0.0002455414886915452	0.00023272633516900723	0.00024445081226121625	0.00023785531810925083	0.00024727259049259036	0.0002500570533180765	0.00023586308781905552	0.014386683335458554	0.0002452637444997178	0.00024977793146308317	0.0002373598263595887	0.00025557663746057085	0.0002503879378701357	0.7768362932132143	0.0002556395662423974	0.00025104222756407786	0.00025634611811214513	0.00025612495947632667
1200	-0.7046991114491317	0	0.6272740820643299	0.0010781901332857198	0.0008914558631438775	0.000957882954239821	0.1992030714933205	0.002879503168781831	0.3988768830070446	0.3990483195223501	0.24997730467951987	0.2500314395061285	0.2500019778369109	0.24999865787878434	0.25000147141010837	0.25004040393574717	0.24999764662068988	0.24996982178938063	0.24997911832434727	0.2500465033111887	0.24997691707439473	0.25000683987054095	0.00020511362925907964	4.494002327336808e-05	0.00024209161032749606	-0.00011251508071154396	-0.0001947080954944892	-0.00021197455531567005	-0.00016036776175034235	7.01733696059411e-05	0.0002172958511629679	0.0002287234834738186	0.0002022594596651217	-0.0005493934773465842	-9.778383758266818e-05	-0.00011491015299370741	-0.0005017112149338469	-0.0002507438777173415	-0.00010104191329484574	-0.0006501738086318237	-0.00030484127292613355	-0.0003454429103586405	-0.00019950788090019385	-7.246838992824324e-05	-0.00037040153001396123	0.37502139431898607	-0.000627247212333621	8.81403157441279e-05	-0.0004836702497593247	-0.0003429006456523792	-0.0002746462145602223	-0.0002299107570693768	4.8839164744881106e-05	-0.0006558986292092383	-0.0003838198218448556	-0.00028454256482463524	0.00022208420106878033	-0.0003351572890581856	6.090163771956192e-05	7.963928519552524e-05	0.0004743236092095878	0.0002472076003155856	-0.0001521533330101327	0.00039611904597864234	-4.785317105819657e-05
1200	-0.703423118247211	0	0.6684585035909667	-0.00018934939638810315	1.724687017395102e-05	2.1919730737923016e-05	0.3751548722461514	0.3735737012111145	0.24997051127295544	0.0013487334987297072	0.25007365054111214	0.2503332587059271	0.24966003560583228	0.24997853390857339	0.250001595598857	0.2497443690701817	0.2502869077692024	0.25001260979923523	0.24998343786171776	0.250181328471226	0.24987432607784885	0.2500064008992745	7.937128999638267e-05	0.33157179915450485	-0.0004750635970732635	-0.00018205916026544852	-2.778143625983278e-06	0.0003413514737042523	0.00048784314843655164	0.0006710806186533513	-4.58643270453785e-06	1.815165318278661e-05	2.9126043741643817e-05	0.00010146528418339315	-0.00020829329505248295	-0.00018574082233811069	-0.0008326340101363218	-0.0008836088740293268	-9.997043298526972e-05	-5.152158312432119e-05	6.127767038348927e-05	0.00020998228082303537	-8.819795906255025e-05	0.0002510568492081512	-0.0004107626792266651	0.0001970676271853142	6.069514920884537e-05	-2.9729761902708905e-05	0.000150155318269171	-0.00020669242963485744	0.0008657313024554113	-6.678633987883872e-05	0.0005495395740983706	-0.00013459862640181008	-7.762155156714609e-06	-0.00019518439724439988	-0.0004831122158455999	0.00024301780654589067	0.00020053259969702794	-0.0004641349481513583	-0.00024237237121227221	0.00011503155880473548	0.0005627322866387661	2.8930222648046114e-05	9.601806188027704e-05
1200	-0.7032072304268617	0	0.6063279652307298	-0.0007670075840419254	-0.0007628101688945463	-0.0007345611761414526	-0.0007018643162946236	0.4009191909255899	0.19930322872918044	0.40048601845287535	0.24935143806294144	0.2500695449568173	0.25024294974830746	0.25034287875755423	0.25029261434432415	0.24962845879719048	0.2500058995419947	0.2500800391343546	0.25046638341117566	0.24975195082954346	0.2493598933812198	0.25042858517026384	-0.000374466332452506	0.00041313031694039455	-0.0004196650351200065	-0.00011079949519120463	-0.0006491910867198211	0.0011287408158146062	0.0004573997213641044	-0.0006558249158309346	-0.0001614627984405805	-0.0002612173409788774	-0.00013357453165425753	-0.0007606314336852815	-0.00019292497362823015	-0.00035016082523414715	0.0007293690001449603	0.0030540487711260404	0.0013109264621511763	0.0026257256161218265	0.002655728340493796	0.0007563733739646005	-0.0002788976248834288	0.37368354932277903	0.002541462948612816	-0.00018768155035365694	0.0009611453823577774	-0.0007899398074339508	0.002193014922708552	-9.06247767677728e-05	0.0024730599806580995	0.0005558248804821878	0.0012805363409996978	0.001087439557746915	0.0016197085889870376	0.00017788637897055138	-0.00048718462685353077	0.0025841498028809804	0.0003728980416652232	-4.6335343484505374e-05	-0.0007809338601166603	-0.0004016099566433502	0.0001961488355188281	-0.0004571418906689711	0.0006547167442841951
1200	-0.6995702635963945	0	0.031420637658430284	0.12985499627165958	0.037089712520499266	0.041767231062033956	0.2499161336855457	0.24545486686149917	0.25554741140851256	0.249097124959732	0.2122883055440071	0.2753966250672737	0.2489654796187964	0.26336514763444224	0.256889517211697	0.25175227462384947	0.23607729200439967	0.25529645789534094	0.24915466806076758	0.24369636709566594	0.2503673023284563	0.2567972050691455	-0.000709781173182273	-0.0002543802859359169	0.001527786229287943	-1.5052240007802794e-05	0.0006338432353043331	-0.00010355879604982969	-0.000297692279190756	9.849133076811475e-05	-2.3329280731858326e-05	-0.0007075140281402129	-0.000545854373053466	0.001356241874950992	-1.4247063475175746e-05	-1.0369172113893215e-05	-0.0007684911585821523	-0.000714491126405303	0.001214885648337699	-0.0003846603959784255	-0.0004251549873766963	-0.0007056953414548173	-0.0006911857795848	0.004397859904446561	0.0004276366928127065	-0.00037566380135684886	-0.000395725313593885	-0.0007092449769837658	-0.0006494077253124217	-0.0006850290632632927	-0.00034375720743518403	-0.00045668816714988856	-0.0003814311432997306	-0.0005231328532045927	-0.0007103793652932208	-0.00037688465112741226	0.0017108187805671164	-0.00043213176447012077	-0.0006160570776652627	0.7620367776193292	-0.0003696237048980541	-0.0001069175899121765	-0.0006899209256914889	0.0004880572471358596	-0.00020718980152831517
1200	-0.6995702635963945	0	0.031420637658430284	0.12985499627165958	0.037089712520499266	0.041767231062033956	0.2499161336855457	0.24545486686149917	0.25554741140851256	0.249097124959732	0.2122883055440071	0.2753966250672737	0.2489654796187964	0.26336514763444224	0.256889517211697	0.25175227462384947	0.23607729200439967	0.25529645789534094	0.24915466806076758	0.24369636709566594	0.2503673023284563	0.2567972050691455	-0.000709781173182273	-0.0002543802859359169	0.001527786229287943	-1.5052240007802794e-05	0.0006338432353043331	-0.00010355879604982969	-0.000297692279190756	9.849133076811475e-05	-2.3329280731858326e-05	-0.0007075140281402129	-0.000545854373053466	0.001356241874950992	-1.4247063475175746e-05	-1.0369172113893215e-05	-0.0007684911585821523	-0.000714491126405303	0.001214885648337699	-0.0003846603959784255	-0.0004251549873766963	-0.0007056953414548173	-0.0006911857795848	0.004397859904446561	0.0004276366928127065	-0.00037566380135684886	-0.000395725313593885	-0.0007092449769837658	-0.0006494077253124217	-0.0006850290632632927	-0.00034375720743518403	-0.00045668816714988856	-0.0003814311432997306	-0.0005231328532045927	-0.0007103793652932208	-0.00037688465112741226	0.0017108187805671164	-0.00043213176447012077	-0.0006160570776652627	0.7620367776193292	-0.0003696237048980541	-0.0001069175899121765	-0.0006899209256914889	0.0004880572471358596	-0.00020718980152831517
1200	-0.693587112005851	0	0.6041762956847044	-0.0007225024191027795	-0.0006934463262479864	-0.0006273328694244335	0.4008681817163569	0.1997673127840245	0.40008647074275794	-0.0007145828201243163	0.24998988609537726	0.2496937706613566	0.250331623708803	0.2499947848969642	0.2501525381121848	0.2500573652882019	0.24989269603858646	0.24990746829708277	0.2499926653460077	0.25003695337065285	0.24999782025488007	0.24998263393566567	-0.0006257617676207406	-0.0006537303368918988	0.0015466915161943097	-0.00045664369101370005	0.0010915977813694784	-0.00038093878440550967	-0.000647659426191004	0.00028551903559326074	-0.00048451365605546354	-0.0004138628054104732	-0.0006510205642442112	0.002258648438238942	-0.0005885207247811093	0.0009150042079368703	0.0014825046528212833	0.00016643608639493456	-0.000728171127077994	0.0003277323124244346	0.0026569213541712032	-0.0007245732306960149	0.0015407842911666367	0.001653047206805827	-0.0006158148099374756	-0.0001865989990183642	-0.0006276212607357104	0.0021671525445405722	0.0014562643005851124	0.00026424184766206106	0.005215038359987078	0.37482972739895115	-0.0005646921116940692	0.001235504773029896	0.0012231289975968588	-0.00037853236382238644	0.0015239751360781773	0.0024100266544375116	-0.0005754445840552712	-0.00035908973744558516	-0.0006420629487599674	0.004175858193590381	-0.000502338726672604	0.00064255797858273	-0.00040098753156616316
